품목조회(Biofdnc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
품목상태,등록일,등록자,최종수정일,최종수정자,관리부서,품목대분류,품목중분류,품목소분류,Lot 관리,품목자산분류,품번,품명,규격,영문명,품목설명,기준단위,품목세부분류,검색어(이명(異名)),사양,품목특이사항,CAS NO,MOQ,포장단위,Manufacturer,Country of Manufacture,Source of Origin(Method),Plant Part,Country of Origin,중국원료신고번호(NMPA),알러젠성분,Furocoumarines,효능,특허,논문,임상,사용기한,보관위치,보관방법1,안정성 및 유의사항1,Note on storage1,Safety & Handling1,NOTICE (COA3 영문)1,NOTICE (COA3 국문)1,NOTICE (Composition 국문)1,NOTICE (Composition 영문)1,CAUTION (Origin)1,유기농 인증,KOSHER 인증,HALAL 인증,VEGAN 인증,ISAAA 인증,RSPO 인증,REACH 인증,Expiration Date,보관방법2,안정성 및 유의사항2,Note on storage2,Safety & Handling2,NOTICE (COA3 영문)2,NOTICE (COA3 국문)2,NOTICE (Composition 국문)2,NOTICE (Composition 영문)2,CAUTION (Origin)2
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00278,망고추출물 H,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00279,망고즙,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00280,매실수,,,,KG,,,,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2024-09-19,박철언,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00281,멜론추출물 H,,,,KG,멜론,,5.5 ~ 7.5,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00282,모란뿌리추출물 BG,,,"셀트리온에서 기존 엔에프씨의 원료를 대체, 신원료 등록 관련 절차의 복잡함 때문에 엔에프씨를 통하여 납품",KG,모란뿌리,(NMPA) 모란뿌리 추출물 BG,BG-yw-5.0,"셀트리온에서 기존 엔에프씨의 원료를 대체, 신원료 등록 관련 절차의 복잡함 때문에 엔에프씨를 통하여 납품",,5kg,"5, 10, 20kg",,,,,,102154-02004-1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00283,목단피추출물 H,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00284,미모수 (단종),,,"CITES 해당 원료를 포함하고 있음 (백급(자란뿌리)), 단종사유 : 조성비상 백급(CITES 문제로 사용불가)있음 2020-06-10 나투젠 마영규 책임연구원에게 전달, 2021-04-27 우진트레이딩 최준학 이사님과 통화(신동선) 4/27 발주품목을 백급없이 제조하여 납품하고 이 건을 마지막으로 단종. 단종공문 발송<br><br><br>",KG,,,,"CITES 해당 원료를 포함하고 있음 (백급(자란뿌리)), 단종사유 : 조성비상 백급(CITES 문제로 사용불가)있음 2020-06-10 나투젠 마영규 책임연구원에게 전달, 202",,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00285,"미모수 H (단종, 신규진행 금지)",,,"CITES 해당 원료를 포함하고 있음 (백급(자란뿌리)), 단종사유 : 조성비상 백급(CITES 문제로 사용불가)있음 2020-06-10 나투젠 마영규 책임연구원에게 전달, 2021-04-27 우진트레이딩 최준학 이사님과 통화(신동선) 4/27 발주품목을 백급없이 제조하여 납품하고 이 건을 마지막으로 단종. 단종공문 발송<br><br><br>",KG,Extract Complex,,"BG,H,E-ly-5.0~7.0","CITES 해당 원료를 포함하고 있음 (백급(자란뿌리)), 단종사유 : 조성비상 백급(CITES 문제로 사용불가)있음 2020-06-10 나투젠 마영규 책임연구원에게 전달, 202",,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00286,미세조류복합추출물,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00287,미역추출물 H,,,,KG,미역,,"BG,H,E-c-4.5",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00288,민들레외Complex,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00289,바나나추출물,,,,KG,바나나,,"BG,PE-bs-4.5~6.5",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00290,바이오센추출물Complex,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00291,바질잎추출물 H,,,,KG,바질,,"BG,H,E-br-4.5~6.5",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00292,발아현미추출물,,,,KG,쌀,,B.P-c-4.5~7.0,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00294,백년초추출물,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00295,백년초추출수,,,,KG,,,,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00296,백년초추출수 PB,,,,KG,백년초,,PE-c-5.0~7.0,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00297,백년초열매추출물 H,,,,KG,백년초,,"BG,H,E-yw-3.5~5.5",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00298,백작약외 Complex,,,,KG,Extract Complex,,"BG,H,E-br-4.0~6.0",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00299,백작약외Complex H,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00300,백장미외Complex,,,[단종] 코스파인 2019년 4월 이후 발주 없음 / 라일락원재료 없음 / 2022-02-08 단종리스트 포함 / 2022-05-31 마지막 납품,KG,Extract Complex,(단종),[단종],[단종] 코스파인 2019년 4월 이후 발주 없음 / 라일락원재료 없음 / 2022-02-08 단종리스트 포함 / 2022-05-31 마지막 납품,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00301,벚꽃추출물,,,,KG,벚꽃,,"BG,PE,EG-ly-4.0~6.0",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00302,벚꽃추출물 H,,,,KG,벚꽃,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-08-03,박철언,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00303,병풀추출물,,,,KG,병풀,(NMPA)병풀,"BG,H-lb-5.0",,,5kg,"5, 10, 20kg",,,,,,115341-02004-5084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00304,병풀추출물 C,,,,KG,병풀,CENTELLA ASIATICA EXTRACT,"H.E-c-5.5, 수타입",,,200kg,"20kg, 200kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2025-10-02,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00305,병풀추출물 H,,Centella Asiatica Extract H,20kg이하 패킹은 단가 다름 주의(스타켐),KG,병풀,(NMPA),"[기준] H,BG,E-ly-4.5~6.5",,,5kg,"5, 10, 20kg",,,,,,118696-02004-3523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00306,병풀추출물(5%),,,,KG,병풀,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00307,병풀추출물-N,,,,KG,병풀,,"BG,H-lb-5.0",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00308,병풀추출수,,,,KG,병풀,병풀 추출수,,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2024-01-12,민지애,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00309,병풀추출수 HO,,,2024-01-12 병풀추출수 H> 제품명 HO 로 변경 필요한품목,KG,병풀,병풀추출수 H> 제품명 HO 로 변경 필요한품목,H-c-4.5,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
거래중지,2023-03-29,오승택,2023-11-24,민지애,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00311,병풀잎수 HO(사용중지),,,,KG,병풀,,H-c-5.0~7.0,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00312,병풀잎수 H(ESIS),,,,KG,병풀,,,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2024-05-28,박철언,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00313,병풀잎수 PB,,,"2024-05-21 
> 조성비는 기존 그대로 요청
    (병풀잎추출물  99.5%)
> 남은 자재가 있어서 이번만은 통칙개정 자료 변경 없이 그대로 진행 하기로 함 
 24.05.23 제조 완료 (기존조성)
",KG,병풀,병풀잎수,P-c-5.0,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00314,병풀잎추출물,,,,KG,병풀,,BG.H-lb-4.5,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00315,보이차추출물 S,,,"""[단종]사용원하지만 1년에 한번 2020-07-27, 코스파인과 단종협의 2021-11-08 (신동선), 2022-11-01 코스파인에 단종 재요청(신동선)
""",KG,보이차,(단종)보이차 추출물 S,[단종]SB-yw-5.0,"""[단종]사용원하지만 1년에 한번 2020-07-27, 코스파인과 단종협의 2021-11-08 (신동선), 2022-11-01 코스파인에 단종 재요청(신동선)""",,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00316,복령추출물,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2025-03-26,민지애,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00317,복령추출물 H,,,"2025-03-26 민지애 확인
보유 중인 자재는 Poria Cocos로 확인되었으며,
삼홍건재약업사에서 구매 중인 제품 또한 Poria Cocos임을 확인하였습니다.
과거에 성분명 **복령균핵추출물(Poria Cocos Sclerotium Extract)**과의 혼선으로 인해
복합 성분(complex)으로의 사용을 제한했던 이력이 있었으나,
단일 성분으로 사용할 경우에는 문제가 없음을 확인하였습니다.",KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00318,복분자추출물,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00319,복숭아수,,,,KG,,,,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00320,복숭아외 Complex,,,,KG,Extract Complex,,"H,PE-ly-4.5~6.5",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00321,복숭아추출물,,,,KG,복숭아,,"BG,PE,EG-yw-4.5~6.5",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00322,부처손추출물,,,"원재료 사급으로 1회 생산, 나투젠 단종 품목<br>2020-06-10 나투젠 마영규 책임연구원에게 전달<br>",KG,부처손,,,"원재료 사급으로 1회 생산, 나투젠 단종 품목<br>2020-06-10 나투젠 마영규 책임연구원에게 전달<br>",,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00323,브로콜리수,,,,KG,브로콜리,,H-c-4.5,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00325,브로콜리추출물,,,,KG,브로콜리,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00326,브로콜리추출물 H,,,,KG,브로콜리,,"BG,H,E-yw-4.5~6.5",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2025-10-02,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00327,브로콜리수 H,,Brassica Oleracea Italica (Broccoli) Water H,,KG,브로콜리,(NMPA),H-c-4.5,,,20kg,200kg,,,,,,118697-02004-1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00328,브리티쉬캐모마일추출수,,,,KG,캐모마일,,,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00329,블랙멀베리추출물 (단종),,,[단종] 2022-03-17 원물은 보유하고 있으나 발주량부족 기준품 폐기,KG,,,,[단종] 2022-03-17 원물은 보유하고 있으나 발주량부족 기준품 폐기,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00330,블랙베리추출물,,,착향제,KG,블랙베리,,"BG,PE,E-br-3.0",착향제,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00331,블랙체리Complex수,,,,KG,,,,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00332,블루베리수,,,,KG,블루베리,,,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00333,블루베리수(페녹시),,,,KG,블루베리,,,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00334,블루베리추출물,,,,KG,블루베리,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00335,블루베리추출물 H,,,,KG,블루베리,,"H,BG-ly-5.0",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00337,사과추출물 H,,,,KG,사과,,"[기준] H,BG,E-yw-3.5",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00338,사과수,,,사과수 착향제<br>,KG,사과,,,사과수 착향제<br>,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00339,사철쑥추출물 H,,,,KG,쑥,,"BG,H,E-ly-4.5~6.5",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00340,산삼배양근추출물 (단종),,,"엔비티에 공급하던 원료, 2019년 1월 단종",KG,,,,"엔비티에 공급하던 원료, 2019년 1월 단종",,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00343,산양유추출물 H,,,,KG,염소유,,"BG,H,E-wm-6.5~8.5",,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00344,산자나무추출물,,,,KG,,비타민나무열매,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2024-05-27,박철언,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00345,산자나무수 H,,,"2024-02-01 송지혁
더마밀 주민구 연구원과 이야기하여 ""산자나무수 D""는 기존대로 정제수 up to 100 조성을 유지하고  대신 비타민나무수 up to 100인 ""산자나무수 H""로 진행하기로 했습니다",KG,산자나무,비타민나무열매,3.5~5.5,,,20kg,200kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00346,살구추출물 H,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00347,살구씨추출물 H,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사용,2023-03-29,오승택,2023-05-11,오승택,인천)원료제조팀(제),[인천]원료제조팀제상품(R),[원료제조팀]제품(P),[원료제조팀제품]Extract(E),1,제품,RPE00348,삼백초추출물,,,,KG,,,,,,5kg,"5, 10, 20kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
